date,ticker,sector,title,url,publisher,text_raw,trading_date,mapping_status,calendar_days_forward,probability_positive,probability_negative,probability_neutral,finbert_score,finbert_label,vader_compound,vader_label,label_agreement,opposite_sign,neutral_non_neutral,year,sampling_stratum,population_stratum_count,stratum_sample_count,sampling_probability,sampling_weight,sample_purpose,selection_rule,validation_status,student_label,student_confidence,student_notes,student_reviewed_by
2023-08-24,ADBE,Tech,Nike shareholders push for more reporting on pay equity,https://www.nasdaq.com/articles/nike-shareholders-push-for-more-reporting-on-pay-equity,,Nike shareholders push for more reporting on pay equity,2023-08-24,same_trading_day,0,0.1463759988546371,0.0319830887019634,0.8216408491134644,0.1143929101526737,neutral,-0.1689,negative,False,False,True,2023,Tech|2023,7922,7,0.0008836152486745772,1131.7142857142858,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-05-26,NVDA,Tech,Why Marvell Technology Stock Soared 29% Friday,https://www.nasdaq.com/articles/why-marvell-technology-stock-soared-29-friday,,Why Marvell Technology Stock Soared 29% Friday,2023-05-26,same_trading_day,0,0.9471280574798584,0.0160068348050117,0.0368651077151298,0.9311212226748466,positive,0.0,neutral,False,False,True,2023,Tech|2023,7922,7,0.0008836152486745772,1131.7142857142858,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-03-23,AMD,Tech,"Zacks Market Edge Highlights: NVIDIA, Broadcom, Texas Instruments, Advanced Micro Devices and Qualcomm",https://www.nasdaq.com/articles/zacks-market-edge-highlights%3A-nvidia-broadcom-texas-instruments-advanced-micro-devices-and,,"Zacks Market Edge Highlights: NVIDIA, Broadcom, Texas Instruments, Advanced Micro Devices and Qualcomm",2023-03-23,same_trading_day,0,0.1301485449075698,0.0112702567130327,0.8585811853408813,0.1188782881945371,neutral,0.25,positive,False,False,True,2023,Tech|2023,7922,7,0.0008836152486745772,1131.7142857142858,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-01-21,D,Utilities,Dominion Energy Donates $–.6 Million to Nonprofit Partners Meeting Critical Community Needs,http://www.gurufocus.com/news/1019277/dominion-energy-donates-16-million-to-nonprofit-partners-meeting-critical-community-needs,GuruFocus,Dominion Energy Donates $–.6 Million to Nonprofit Partners Meeting Critical Community Needs,2020-01-21,same_trading_day,0,0.6200764179229736,0.0091073382645845,0.3708162903785705,0.6109690796583891,positive,-0.0516,negative,False,True,False,2020,Utilities|2020,1333,1,0.0007501875468867217,1333.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-05-05,D,Utilities,"Dominion Energy, Inc (D) Q1 2021 Earnings Call Transcript",https://www.nasdaq.com/articles/dominion-energy-inc-d-q1-2021-earnings-call-transcript-2021-05-05,,"Dominion Energy, Inc (D) Q1 2021 Earnings Call Transcript",2021-05-05,same_trading_day,0,0.0441962257027626,0.0479596629738807,0.9078441262245178,-0.0037634372711181,neutral,0.2732,positive,False,False,True,2021,Utilities|2021,586,1,0.0017064846416382253,586.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-06-09,AEP,Utilities,"XLU, SRE, AEP, EXC: Large Inflows Detected at ETF",https://www.nasdaq.com/articles/xlu-sre-aep-exc%3A-large-inflows-detected-at-etf,,"XLU, SRE, AEP, EXC: Large Inflows Detected at ETF",2022-06-09,same_trading_day,0,0.3924178779125213,0.4113847911357879,0.1961974203586578,-0.0189669132232666,negative,0.0,neutral,False,False,True,2022,Utilities|2022,1108,1,0.0009025270758122744,1108.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-04-28,NEE,Utilities,Here's Why NextEra Energy Is a No-Brainer Dividend Growth Stock,https://www.nasdaq.com/articles/heres-why-nextera-energy-is-a-no-brainer-dividend-growth-stock,,Here's Why NextEra Energy Is a No-Brainer Dividend Growth Stock,2023-04-28,same_trading_day,0,0.0648123398423194,0.0130307227373123,0.9221569299697876,0.0517816171050071,neutral,0.5719,positive,False,False,True,2023,Utilities|2023,1231,1,0.0008123476848090983,1231.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-04-05,INTC,Tech,7 Real Estate Trends to Megawatch Over the Next Decade And How to Profit From Them,https://www.nasdaq.com/articles/7-real-estate-trends-to-megawatch-over-the-next-decade-and-how-to-profit-from-them,,7 Real Estate Trends to Megawatch Over the Next Decade And How to Profit From Them,2022-04-05,same_trading_day,0,0.0673812627792358,0.015065087005496,0.9175536632537842,0.0523161757737398,neutral,0.4404,positive,False,False,True,2022,earnings_announcement,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline concerns earnings, results, or outlook; disagreement-enriched, unweighted",pending student review,,,,
2022-05-16,OXY,Energy,Callon (CPE) Stock Dips 16% Despite Reporting Q1 Earnings Beat,https://www.nasdaq.com/articles/callon-cpe-stock-dips-16-despite-reporting-q1-earnings-beat,,Callon (CPE) Stock Dips 16% Despite Reporting Q1 Earnings Beat,2022-05-16,same_trading_day,0,0.0125695308670401,0.9665762782096864,0.020854216068983,-0.954006747342646,negative,0.0,neutral,False,False,True,2022,earnings_announcement,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline concerns earnings, results, or outlook; disagreement-enriched, unweighted",pending student review,,,,
2022-10-25,EA,Comm,Earnings Preview: Electronic Arts (EA) Q2 Earnings Expected to Decline,https://www.nasdaq.com/articles/earnings-preview%3A-electronic-arts-ea-q2-earnings-expected-to-decline,,Earnings Preview: Electronic Arts (EA) Q2 Earnings Expected to Decline,2022-10-25,same_trading_day,0,0.0110373580828309,0.9584746956825256,0.0304879453033208,-0.9474373375996948,negative,0.0,neutral,False,False,True,2022,earnings_announcement,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline concerns earnings, results, or outlook; disagreement-enriched, unweighted",pending student review,,,,
2020-02-12,SBUX,Consumer,Earnings Preview: The Results Aren’t Just Important for Alibaba Stock,https://www.nasdaq.com/articles/earnings-preview%3A-the-results-arent-just-important-for-alibaba-stock-2020-02-12,,Earnings Preview: The Results Aren’t Just Important for Alibaba Stock,2020-02-12,same_trading_day,0,0.079417310655117,0.0254735946655273,0.8951091170310974,0.0539437159895896,neutral,0.2023,positive,False,False,True,2020,earnings_announcement,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline concerns earnings, results, or outlook; disagreement-enriched, unweighted",pending student review,,,,
2020-01-03,GILD,Healthcare,Gilead Sciences Option Alert: Jan 17 $65 Calls at the Ask: 1500 @ $1.311 vs 32458 OI; Earnings 2/3 After Close [est] Ref=$65.1002,https://www.benzinga.com/markets/options/20/01/15068937/gilead-sciences-option-alert-jan-17-65-calls-at-the-ask-1500-1-311-vs-32458-oi-earnings-23-after-,Charles Gross,Gilead Sciences Option Alert: Jan 17 $65 Calls at the Ask: 1500 @ $1.311 vs 32458 OI; Earnings 2/3 After Close [est] Ref=$65.1002,2020-01-03,same_trading_day,0,0.1553744673728943,0.2220257669687271,0.6225997805595398,-0.0666512995958328,neutral,0.296,positive,False,False,True,2020,earnings_announcement,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline concerns earnings, results, or outlook; disagreement-enriched, unweighted",pending student review,,,,
2023-04-27,AMD,Tech,Intel forecasts second-quarter revenue above estimates,https://www.nasdaq.com/articles/intel-forecasts-second-quarter-revenue-above-estimates,,Intel forecasts second-quarter revenue above estimates,2023-04-27,same_trading_day,0,0.7439300417900085,0.1955139935016632,0.0605559088289737,0.5484160482883453,positive,0.0,neutral,False,False,True,2023,earnings_announcement,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline concerns earnings, results, or outlook; disagreement-enriched, unweighted",pending student review,,,,
2022-05-06,MRK,Healthcare,"Iovance (IOVA) Q1 Earnings Beat, Lifileucel BLA on Track",https://www.nasdaq.com/articles/iovance-iova-q1-earnings-beat-lifileucel-bla-on-track,,"Iovance (IOVA) Q1 Earnings Beat, Lifileucel BLA on Track",2022-05-06,same_trading_day,0,0.9288018941879272,0.0263730902224779,0.0448250919580459,0.9024288039654492,positive,0.0,neutral,False,False,True,2022,earnings_announcement,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline concerns earnings, results, or outlook; disagreement-enriched, unweighted",pending student review,,,,
2022-07-27,TMUS,Comm,T-Mobile (TMUS) Surpasses Q2 Earnings Estimates,https://www.nasdaq.com/articles/t-mobile-tmus-surpasses-q2-earnings-estimates,,T-Mobile (TMUS) Surpasses Q2 Earnings Estimates,2022-07-27,same_trading_day,0,0.9548041820526124,0.0201115831732749,0.0250842049717903,0.9346925988793372,positive,0.0,neutral,False,False,True,2022,earnings_announcement,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline concerns earnings, results, or outlook; disagreement-enriched, unweighted",pending student review,,,,
2023-03-03,PLD,RealEstate,A Recession Won't Slow Down This Dynamic Dividend Stock,https://www.nasdaq.com/articles/a-recession-wont-slow-down-this-dynamic-dividend-stock,,A Recession Won't Slow Down This Dynamic Dividend Stock,2023-03-03,same_trading_day,0,0.134456917643547,0.3047730028629303,0.5607700943946838,-0.1703160852193832,neutral,-0.0516,negative,False,False,True,2023,financial_term,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a finance-domain term; disagreement-enriched, unweighted",pending student review,,,,
2022-10-25,AMGN,Healthcare,AMGN Dividend Yield Pushes Past 3%,https://www.nasdaq.com/articles/amgn-dividend-yield-pushes-past-3,,AMGN Dividend Yield Pushes Past 3%,2022-10-25,same_trading_day,0,0.4927412271499634,0.4649727344512939,0.0422860048711299,0.0277684926986694,positive,0.0,neutral,False,False,True,2022,financial_term,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a finance-domain term; disagreement-enriched, unweighted",pending student review,,,,
2020-06-26,CVX,Energy,Forget Royal Dutch Shell -- Here Are 2 Better Dividend Stocks,https://www.nasdaq.com/articles/forget-royal-dutch-shell-here-are-2-better-dividend-stocks-2020-06-26,,Forget Royal Dutch Shell -- Here Are 2 Better Dividend Stocks,2020-06-26,same_trading_day,0,0.1473044753074646,0.0202259067445993,0.8324695825576782,0.1270785685628652,neutral,0.25,positive,False,False,True,2020,financial_term,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a finance-domain term; disagreement-enriched, unweighted",pending student review,,,,
2022-10-22,ABT,Healthcare,Is Abbott Laboratories Still a Good Dividend Stock to Buy?,https://www.nasdaq.com/articles/is-abbott-laboratories-still-a-good-dividend-stock-to-buy,,Is Abbott Laboratories Still a Good Dividend Stock to Buy?,2022-10-24,next_trading_day,2,0.1887526512145996,0.0111347045749425,0.8001127243041992,0.177617946639657,neutral,0.4404,positive,False,False,True,2022,financial_term,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a finance-domain term; disagreement-enriched, unweighted",pending student review,,,,
2022-06-15,O,RealEstate,Is Realty Income's (O) Latest Dividend Hike Sustainable?,https://www.nasdaq.com/articles/is-realty-incomes-o-latest-dividend-hike-sustainable-0,,Is Realty Income's (O) Latest Dividend Hike Sustainable?,2022-06-15,same_trading_day,0,0.5899305939674377,0.0254954416304826,0.3845739662647247,0.5644351523369551,positive,0.0,neutral,False,False,True,2022,financial_term,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a finance-domain term; disagreement-enriched, unweighted",pending student review,,,,
2023-10-30,WMT,Consumer,"Walmart to upgrade 1,400 stores with $9 billion investment",https://www.nasdaq.com/articles/walmart-to-upgrade-1400-stores-with-%249-billion-investment,,"Walmart to upgrade 1,400 stores with $9 billion investment",2023-10-30,same_trading_day,0,0.9095917344093324,0.0084228320047259,0.0819853320717811,0.9011689024046065,positive,0.0,neutral,False,False,True,2023,financial_term,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a finance-domain term; disagreement-enriched, unweighted",pending student review,,,,
2023-05-10,AMT,RealEstate,Why Is Uniti Group's Dividend So High?,https://www.nasdaq.com/articles/why-is-uniti-groups-dividend-so-high,,Why Is Uniti Group's Dividend So High?,2023-05-10,same_trading_day,0,0.0304406732320785,0.5718393921852112,0.3977200090885162,-0.5413987189531326,negative,0.0,neutral,False,False,True,2023,financial_term,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a finance-domain term; disagreement-enriched, unweighted",pending student review,,,,
2021-07-25,V,Financials,Worried A Stock Market Crash Is Coming? 3 No-Brainer Dividend Stocks You Don't Need to Wait to Buy,https://www.nasdaq.com/articles/worried-a-stock-market-crash-is-coming-3-no-brainer-dividend-stocks-you-dont-need-to-wait,,Worried A Stock Market Crash Is Coming? 3 No-Brainer Dividend Stocks You Don't Need to Wait to Buy,2021-07-26,next_trading_day,1,0.028407571837306,0.0814024284482002,0.8901899456977844,-0.0529948566108942,neutral,-0.5994,negative,False,False,True,2021,financial_term,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a finance-domain term; disagreement-enriched, unweighted",pending student review,,,,
2023-08-17,NVDA,Tech,3 Super Speculative AI Stocks Not Worth the Risk,https://www.nasdaq.com/articles/3-super-speculative-ai-stocks-not-worth-the-risk,,3 Super Speculative AI Stocks Not Worth the Risk,2023-08-17,same_trading_day,0,0.0462721548974514,0.1608300954103469,0.7928977012634277,-0.1145579405128955,neutral,0.6649,positive,False,False,True,2023,negation,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a negation cue; disagreement-enriched, unweighted",pending student review,,,,
2021-02-05,T,Comm,Even Frodo Can't Save AMC Stock Now,https://www.nasdaq.com/articles/even-frodo-cant-save-amc-stock-now-2021-02-05,,Even Frodo Can't Save AMC Stock Now,2021-02-05,same_trading_day,0,0.0383215583860874,0.1834252625703811,0.7782531380653381,-0.1451037041842937,neutral,-0.3875,negative,False,False,True,2021,negation,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a negation cue; disagreement-enriched, unweighted",pending student review,,,,
2022-07-19,PLD,RealEstate,Forget What You've Heard: This REIT Isn't Seeing Any Slowdown,https://www.nasdaq.com/articles/forget-what-youve-heard%3A-this-reit-isnt-seeing-any-slowdown,,Forget What You've Heard: This REIT Isn't Seeing Any Slowdown,2022-07-19,same_trading_day,0,0.1638825088739395,0.2931609451770782,0.542956531047821,-0.1292784363031387,neutral,-0.2263,negative,False,False,True,2022,negation,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a negation cue; disagreement-enriched, unweighted",pending student review,,,,
2023-11-26,NVDA,Tech,"GDP, Fed Speakers and Other Can't Miss Items This Week",https://www.nasdaq.com/articles/gdp-fed-speakers-and-other-cant-miss-items-this-week,,"GDP, Fed Speakers and Other Can't Miss Items This Week",2023-11-27,next_trading_day,1,0.0367418080568313,0.0431015267968177,0.9201566576957704,-0.0063597187399864,neutral,0.1139,positive,False,False,True,2023,negation,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a negation cue; disagreement-enriched, unweighted",pending student review,,,,
2022-03-28,XOM,Energy,"No hydrocarbons found in key Exxon drilling in Brazil, partner says",https://www.nasdaq.com/articles/no-hydrocarbons-found-in-key-exxon-drilling-in-brazil-partner-says,,"No hydrocarbons found in key Exxon drilling in Brazil, partner says",2022-03-28,same_trading_day,0,0.0544392429292202,0.0224788784980773,0.923081874847412,0.0319603644311428,neutral,-0.296,negative,False,False,True,2022,negation,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a negation cue; disagreement-enriched, unweighted",pending student review,,,,
2021-09-09,NKE,Consumer,Supply Chain Woes Should Not Impact NIKE's (NYSE:NKE) Dividend,https://www.nasdaq.com/articles/supply-chain-woes-should-not-impact-nikes-nyse%3Anke-dividend-2021-09-09,,Supply Chain Woes Should Not Impact NIKE's (NYSE:NKE) Dividend,2021-09-09,same_trading_day,0,0.0238226819783449,0.120360679924488,0.855816662311554,-0.0965379979461431,neutral,-0.4404,negative,False,False,True,2021,negation,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a negation cue; disagreement-enriched, unweighted",pending student review,,,,
2021-08-13,NKE,Consumer,These 2 Popular Stocks Rely Heavily on China -- and That's Not a Bad Thing,https://www.nasdaq.com/articles/these-2-popular-stocks-rely-heavily-on-china-and-thats-not-a-bad-thing-2021-08-13,,These 2 Popular Stocks Rely Heavily on China -- and That's Not a Bad Thing,2021-08-13,same_trading_day,0,0.1854410022497177,0.0349512174725532,0.7796077728271484,0.1504897847771644,neutral,0.6858,positive,False,False,True,2021,negation,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a negation cue; disagreement-enriched, unweighted",pending student review,,,,
2022-09-08,MMM,Industrials,Why 3M Stock Plunged in August and May Not Recover Soon,https://www.nasdaq.com/articles/why-3m-stock-plunged-in-august-and-may-not-recover-soon,,Why 3M Stock Plunged in August and May Not Recover Soon,2022-09-08,same_trading_day,0,0.0134546225890517,0.9469385743141174,0.0396068282425403,-0.9334839517250656,negative,0.0,neutral,False,False,True,2022,negation,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a negation cue; disagreement-enriched, unweighted",pending student review,,,,
2021-04-13,ABBV,Healthcare,2 Stocks That Are Perfect to Buy Now and Hold Until Retirement,https://www.nasdaq.com/articles/2-stocks-that-are-perfect-to-buy-now-and-hold-until-retirement-2021-04-13,,2 Stocks That Are Perfect to Buy Now and Hold Until Retirement,2021-04-13,same_trading_day,0,0.0507854260504245,0.0192561857402324,0.9299582839012146,0.0315292403101921,neutral,0.5719,positive,False,False,True,2021,neutral_non_neutral,,8,,,disagreement_enriched_diagnosis,"seed=5546; exactly one descriptive model label is neutral; disagreement-enriched, unweighted",pending student review,,,,
2022-12-19,MS,Financials,7 Stocks to Buy Before the Holidays,https://www.nasdaq.com/articles/7-stocks-to-buy-before-the-holidays,,7 Stocks to Buy Before the Holidays,2022-12-19,same_trading_day,0,0.0443854741752147,0.0305890664458274,0.9250255227088928,0.0137964077293872,neutral,0.3818,positive,False,False,True,2022,neutral_non_neutral,,8,,,disagreement_enriched_diagnosis,"seed=5546; exactly one descriptive model label is neutral; disagreement-enriched, unweighted",pending student review,,,,
2022-12-27,T,Comm,Best Value Stocks To Buy For 2023? 3 To Watch,https://www.nasdaq.com/articles/best-value-stocks-to-buy-for-2023-3-to-watch,,Best Value Stocks To Buy For 2023? 3 To Watch,2022-12-27,same_trading_day,0,0.0453528948128223,0.0188227333128452,0.9358243942260742,0.0265301614999771,neutral,0.765,positive,False,False,True,2022,neutral_non_neutral,,8,,,disagreement_enriched_diagnosis,"seed=5546; exactly one descriptive model label is neutral; disagreement-enriched, unweighted",pending student review,,,,
2021-10-22,INTC,Tech,"Dow Snags Record Close, Indexes Nab Weekly Wins",https://www.nasdaq.com/articles/dow-snags-record-close-indexes-nab-weekly-wins-2021-10-22,,"Dow Snags Record Close, Indexes Nab Weekly Wins",2021-10-22,same_trading_day,0,0.2104681730270385,0.2000784128904342,0.589453399181366,0.0103897601366043,neutral,0.5719,positive,False,False,True,2021,neutral_non_neutral,,8,,,disagreement_enriched_diagnosis,"seed=5546; exactly one descriptive model label is neutral; disagreement-enriched, unweighted",pending student review,,,,
2020-04-08,DIS,Consumer,ETF Areas That Make Good Investment Choices for April,http://www.zacks.com/stock/news/861394/etf-areas-that-make-good-investment-choices-for-april?cid=CS-BENZ-FT-etf_news_and_commentary-861394,Zacks,ETF Areas That Make Good Investment Choices for April,2020-04-08,same_trading_day,0,0.2164026647806167,0.0077649890445172,0.7758323550224304,0.2086376757360994,neutral,0.4404,positive,False,False,True,2020,neutral_non_neutral,,8,,,disagreement_enriched_diagnosis,"seed=5546; exactly one descriptive model label is neutral; disagreement-enriched, unweighted",pending student review,,,,
2021-04-13,WFC,Financials,How Close Is Wells Fargo to Exiting Its Asset Cap?,https://www.nasdaq.com/articles/how-close-is-wells-fargo-to-exiting-its-asset-cap-2021-04-13,,How Close Is Wells Fargo to Exiting Its Asset Cap?,2021-04-13,same_trading_day,0,0.1145999133586883,0.1490108221769333,0.7363892197608948,-0.0344109088182449,neutral,0.5423,positive,False,False,True,2021,neutral_non_neutral,,8,,,disagreement_enriched_diagnosis,"seed=5546; exactly one descriptive model label is neutral; disagreement-enriched, unweighted",pending student review,,,,
2022-12-19,GILD,Healthcare,"Unusual Options Activity in Apple, Home Depot and 8 Other Stocks",https://www.nasdaq.com/articles/unusual-options-activity-in-apple-home-depot-and-8-other-stocks,,"Unusual Options Activity in Apple, Home Depot and 8 Other Stocks",2022-12-19,same_trading_day,0,0.0152913071215152,0.9210649132728576,0.0636437237262725,-0.9057736061513424,negative,0.0,neutral,False,False,True,2022,neutral_non_neutral,,8,,,disagreement_enriched_diagnosis,"seed=5546; exactly one descriptive model label is neutral; disagreement-enriched, unweighted",pending student review,,,,
2022-12-29,CVX,Energy,Why Shares of Hyzon Motors Are Skyrocketing Today,https://www.nasdaq.com/articles/why-shares-of-hyzon-motors-are-skyrocketing-today,,Why Shares of Hyzon Motors Are Skyrocketing Today,2022-12-29,same_trading_day,0,0.0699746087193489,0.4117290377616882,0.5182963013648987,-0.3417544290423393,neutral,0.296,positive,False,False,True,2022,neutral_non_neutral,,8,,,disagreement_enriched_diagnosis,"seed=5546; exactly one descriptive model label is neutral; disagreement-enriched, unweighted",pending student review,,,,
2020-09-27,AMD,Tech,2 Bargain Tech Stocks to Buy Now,https://www.nasdaq.com/articles/2-bargain-tech-stocks-to-buy-now-2020-09-27,,2 Bargain Tech Stocks to Buy Now,2020-09-28,next_trading_day,1,0.0740677341818809,0.0242968723177909,0.9016353487968444,0.0497708618640899,neutral,0.2023,positive,False,False,True,2020,numerical,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a number, percentage, or currency symbol; disagreement-enriched, unweighted",pending student review,,,,
2021-12-24,ABBV,Healthcare,3 Best Buffett Stocks to Buy for the Long Haul,https://www.nasdaq.com/articles/3-best-buffett-stocks-to-buy-for-the-long-haul,,3 Best Buffett Stocks to Buy for the Long Haul,2021-12-27,next_trading_day,3,0.1005057170987129,0.0166234783828258,0.8828708529472351,0.083882238715887,neutral,0.6369,positive,False,False,True,2021,numerical,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a number, percentage, or currency symbol; disagreement-enriched, unweighted",pending student review,,,,
2021-12-09,SBUX,Consumer,3 Reasons I Am Excited About Starbucks Stock,https://www.nasdaq.com/articles/3-reasons-i-am-excited-about-starbucks-stock,,3 Reasons I Am Excited About Starbucks Stock,2021-12-09,same_trading_day,0,0.121936447918415,0.0111843636259436,0.8668791055679321,0.1107520842924714,neutral,0.34,positive,False,False,True,2021,numerical,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a number, percentage, or currency symbol; disagreement-enriched, unweighted",pending student review,,,,
2020-04-13,CMCSA,Comm,Coronavirus: Health Experts Say That Crowded Events Need to Stay Closed Until the Fall of 2021,https://www.nasdaq.com/articles/coronavirus%3A-health-experts-say-that-crowded-events-need-to-stay-closed-until-the-fall-of,,Coronavirus: Health Experts Say That Crowded Events Need to Stay Closed Until the Fall of 2021,2020-04-13,same_trading_day,0,0.0226347278803586,0.5809396505355835,0.3964256048202514,-0.5583049226552248,negative,0.0,neutral,False,False,True,2020,numerical,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a number, percentage, or currency symbol; disagreement-enriched, unweighted",pending student review,,,,
2020-07-30,GILD,Healthcare,Gilead Sciences Inc. Q2 adjusted earnings of $1.11 per share,https://www.nasdaq.com/articles/gilead-sciences-inc.-q2-adjusted-earnings-of-%241.11-per-share-2020-07-30,,Gilead Sciences Inc. Q2 adjusted earnings of $1.11 per share,2020-07-30,same_trading_day,0,0.0889897495508194,0.0382088348269462,0.8728014230728149,0.0507809147238731,neutral,0.296,positive,False,False,True,2020,numerical,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a number, percentage, or currency symbol; disagreement-enriched, unweighted",pending student review,,,,
2021-12-03,NVDA,Tech,MRVL Stock Alert: 14 Reasons Why Marvell Technology Investors Are Feeling Marvelous Today,https://www.nasdaq.com/articles/mrvl-stock-alert%3A-14-reasons-why-marvell-technology-investors-are-feeling-marvelous-today,,MRVL Stock Alert: 14 Reasons Why Marvell Technology Investors Are Feeling Marvelous Today,2021-12-03,same_trading_day,0,0.0951990038156509,0.1318057626485824,0.7729951739311218,-0.0366067588329315,neutral,0.765,positive,False,False,True,2021,numerical,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a number, percentage, or currency symbol; disagreement-enriched, unweighted",pending student review,,,,
2021-10-11,WMT,Consumer,"Netflix Stock: Next Stop, $740?",https://www.nasdaq.com/articles/netflix-stock%3A-next-stop-%24740-2021-10-11,,"Netflix Stock: Next Stop, $740?",2021-10-11,same_trading_day,0,0.042922768741846,0.0215508416295051,0.935526430606842,0.0213719271123409,neutral,-0.296,negative,False,False,True,2021,numerical,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a number, percentage, or currency symbol; disagreement-enriched, unweighted",pending student review,,,,
2020-02-11,NVDA,Tech,"Wells Fargo Maintains Overweight on NVIDIA, Raises Price Target to $290",https://www.benzinga.com/news/20/02/15299943/wells-fargo-maintains-overweight-on-nvidia-raises-price-target-to-290,Vick Meyer,"Wells Fargo Maintains Overweight on NVIDIA, Raises Price Target to $290",2020-02-11,same_trading_day,0,0.9202444553375244,0.0236579943448305,0.056097500026226,0.8965864609926939,positive,-0.128,negative,False,True,False,2020,numerical,,8,,,disagreement_enriched_diagnosis,"seed=5546; model disagreement and headline contains a number, percentage, or currency symbol; disagreement-enriched, unweighted",pending student review,,,,
2020-02-06,AMD,Tech,AMD Shares Down 2%; MarketWatch Opinion Piece From Futurum Research's Daniel Newman 'Why AMD's best days are behind it',https://www.benzinga.com/news/20/02/15269449/amd-shares-down-2-marketwatch-opinion-piece-from-futurum-researchs-daniel-newman-why-amds-best-days,Benzinga Newsdesk,AMD Shares Down 2%; MarketWatch Opinion Piece From Futurum Research's Daniel Newman 'Why AMD's best days are behind it',2020-02-06,same_trading_day,0,0.0091684544458985,0.9687970280647278,0.0220345500856637,-0.9596285736188293,negative,0.7506,positive,False,True,False,2020,opposite_sign,,10,,,disagreement_enriched_diagnosis,"seed=5546; VADER positive versus FinBERT negative, or VADER negative versus FinBERT positive; disagreement-enriched, unweighted",pending student review,,,,
2023-09-28,ABT,Healthcare,Abbott (ABT) Rides on Nutrition Recovery Amid Low Testing Sales,https://www.nasdaq.com/articles/abbott-abt-rides-on-nutrition-recovery-amid-low-testing-sales,,Abbott (ABT) Rides on Nutrition Recovery Amid Low Testing Sales,2023-09-28,same_trading_day,0,0.892176628112793,0.0856369286775589,0.0221863966435194,0.8065396994352341,positive,-0.2732,negative,False,True,False,2023,opposite_sign,,10,,,disagreement_enriched_diagnosis,"seed=5546; VADER positive versus FinBERT negative, or VADER negative versus FinBERT positive; disagreement-enriched, unweighted",pending student review,,,,
